geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_state,geolocation_city
07748,-23.39187012721304,-46.72906070986796,sp,caieiras
07749,-23.385689614726992,-46.7393390368175,sp,caieiras
07750,-23.358925864874035,-46.87806465278453,sp,cajamar
07752,-23.36287306259169,-46.84708856619089,sp,cajamar
07753,-23.329692260239877,-46.91994688928089,sp,cajamar
07756,-23.392614153170587,-46.8648560590236,sp,cajamar
07760,-23.330139963829318,-46.83253471970156,sp,jordanesia
07764,-23.3766814354705,-46.926804919234456,sp,cajamar
07767,-23.335586035022036,-46.92622235722735,sp,cajamar
07768,-23.33531198769312,-46.91458588004054,sp,cajamar
07770,-23.415925572153,-46.83071292665512,sp,cajamar
07776,-23.343487811300083,-46.840175855948345,sp,cajamar
07778,-23.361580757952467,-46.87233906326772,sp,cajamar
07781,-23.28337854193818,-46.87287949815808,sp,cajamar
07785,-23.332831016760714,-46.83041091769934,sp,cajamar
07786,-23.33393515295688,-46.83343856634467,sp,cajamar
07787,-23.33533144333977,-46.82864717398648,sp,cajamar
07788,-23.35094146725932,-46.82862290518524,sp,cajamar
07789,-23.362006704199494,-46.8476674521088,sp,cajamar
07790,-23.406238298215783,-46.84102497498486,sp,cajamar
07791,-23.410894778076816,-46.86669107437556,sp,cajamar
07792,-23.41802254548405,-46.85038169374384,sp,cajamar
07793,-23.412406339751573,-46.837639395854666,sp,cajamar
07794,-23.4161044508218,-46.82095139406629,sp,cajamar
07801,-23.32214021469142,-46.72439247765867,sp,franco da rocha
07802,-23.32609165148653,-46.73032319369107,sp,franco da rocha
07803,-23.3332578216097,-46.73298580320613,sp,franco da rocha
07804,-23.325327646387912,-46.733637110975415,sp,franco da rocha
07807,-23.317321140748085,-46.73209089597715,sp,franco da rocha
07808,-23.31983226194467,-46.74266293116371,sp,franco da rocha
07809,-23.326051095905196,-46.74858284830127,sp,franco da rocha
07810,-23.327944593668764,-46.7649382331396,sp,franco da rocha
07811,-23.31538616031486,-46.77828873175944,sp,franco da rocha
07812,-22.90682845367693,-47.0122315834516,sp,franco da rocha
07813,-23.30687031531724,-46.762745102764434,sp,franco da rocha
07830,-23.29657990837416,-46.759794668535456,sp,franco da rocha
07832,-23.30659065340576,-46.75630899502717,sp,franco da rocha
07835,-23.30456714827012,-46.74420873210161,sp,franco da rocha
07836,-23.30393615224852,-46.74135900649771,sp,franco da rocha
07840,-23.31636794199424,-46.73219626484425,sp,franco da rocha
07841,-23.31466122792737,-46.738360040043865,sp,franco da rocha
07842,-23.31365745813112,-46.728077152443575,sp,franco da rocha
07844,-23.30415863979565,-46.73596344032686,sp,franco da rocha
07845,-23.305170633128444,-46.73027620789416,sp,franco da rocha
07846,-23.311090114484283,-46.72519386281723,sp,franco da rocha
07847,-23.312572747259598,-46.72483470496001,sp,franco da rocha
07849,-23.32073444672058,-46.72431471952343,sp,franco da rocha
07850,-23.33363941935455,-46.724442949677226,sp,franco da rocha
07851,-23.3297649815118,-46.72185739290544,sp,franco da rocha
07852,-23.32397198123811,-46.71861204864015,sp,franco da rocha
07853,-23.32210752777071,-46.711989193372986,sp,franco da rocha
07854,-23.325888190892385,-46.70730657041552,sp,franco da rocha
07855,-23.32203322635345,-46.70362971131793,sp,franco da rocha
07856,-23.321870915303485,-46.7015319988488,sp,franco da rocha
07857,-23.33266701118152,-46.706367792084336,sp,franco da rocha
07858,-23.326937394388622,-46.71473765290403,sp,franco da rocha
07859,-23.327466916607417,-46.714120333285926,sp,franco da rocha
07860,-23.320491085556,-46.719857848705146,sp,franco da rocha
07861,-23.31485845705649,-46.71470873781736,sp,franco da rocha
07862,-23.32070476186048,-46.70968372491974,sp,franco da rocha
07863,-23.318424580614703,-46.69866112942477,sp,franco da rocha
07865,-23.304069000000005,-46.721583,sp,franco da rocha
07866,-23.295096434365902,-46.708240939623,sp,franco da rocha
07867,-23.3151922918619,-46.77682065628585,sp,franco da rocha
07868,-23.303132999999995,-46.74339900000001,sp,franco da rocha
07901,-23.28465952226413,-46.74530930552704,sp,francisco morato
07902,-23.289925329884277,-46.74363704355319,sp,francisco morato
07903,-23.29424137310851,-46.74218749319965,sp,francisco morato
07904,-23.3011215709232,-46.73665911035962,sp,francisco morato
07905,-23.2895548269244,-46.76289362355178,sp,francisco morato
07906,-23.29707541718288,-46.7433102333937,sp,francisco morato
07907,-23.29475201994217,-46.75023106182071,sp,francisco morato
07908,-23.291174865787717,-46.748229129847736,sp,francisco morato
07909,-23.29101940434972,-46.746038100293504,sp,francisco morato
07910,-23.280534410856124,-46.74845686150348,sp,francisco morato
07911,-23.283867902927923,-46.75166223035057,sp,francisco morato
07912,-23.29046686047847,-46.75572376749366,sp,francisco morato
07913,-23.28886996787585,-46.759372209271696,sp,francisco morato
07914,-23.277792673407887,-46.75273106592352,sp,francisco morato
07915,-23.28074706190321,-46.76338230951603,sp,francisco morato
07916,-23.27472100559583,-46.75789069989596,sp,francisco morato
07917,-23.27691995141939,-46.75335442495707,sp,francisco morato
07919,-23.274155345033552,-46.73145069741909,sp,francisco morato
07920,-23.272514512289195,-46.76200824293724,sp,francisco morato
07921,-23.27257382858982,-46.76077311006302,sp,francisco morato
07929,-23.26428126196928,-46.75404161050369,sp,francisco morato
07930,-23.254866731011106,-46.74813512421391,sp,francisco morato
07934,-23.28444633281737,-46.75072475558663,sp,francisco morato
07935,-23.25957365202642,-46.74083140878507,sp,francisco morato
07936,-23.263150260099117,-46.740331068886135,sp,francisco morato
07940,-23.268429052857943,-46.74907224925925,sp,francisco morato
07941,-23.268297966846376,-46.74331736936852,sp,francisco morato
07942,-23.27237014765088,-46.740118269733,sp,francisco morato
07943,-23.263100999999995,-46.738071000000005,sp,francisco morato
07944,-23.2654635,-46.729989,sp,francisco morato
07945,-23.25991097703636,-46.73177354278629,sp,francisco morato
07946,-23.267539105547737,-46.72219251460006,sp,francisco morato
07950,-23.277770504585416,-46.76353195454745,sp,francisco morato
07951,-23.274964280266037,-46.73184944258501,sp,francisco morato
07952,-23.27250556799993,-46.722992578999936,sp,francisco morato
07953,-23.26560490851674,-46.72576029282588,sp,francisco morato
07955,-23.26056266599994,-46.71825999999993,sp,francisco morato
07956,-23.278068417474145,-46.730986913162674,sp,francisco morato
07957,-23.25464720374669,-46.74506871163964,sp,francisco morato
07980,-23.28138052414315,-46.736846345042274,sp,francisco morato
07985,-23.285436459961183,-46.71111881569874,sp,francisco morato
07986,-23.29125697093269,-46.70005804450185,sp,francisco morato
07987,-23.28880372061545,-46.70475968706827,sp,francisco morato
07988,-23.27931499999994,-46.74185832299997,sp,francisco morato
07989,-23.297531990002177,-46.714723349840405,sp,francisco morato
07990,-23.27750633679461,-46.73842567413335,sp,francisco morato
07991,-23.278086431118563,-46.7632788803458,sp,francisco morato
07992,-23.28644777388321,-46.73532185639348,sp,francisco morato
07995,-23.29491024578862,-46.72683919708456,sp,francisco morato
07996,-23.295923191151445,-46.72492257656085,sp,francisco morato
07997,-23.265669519443986,-46.73850966436476,sp,francisco morato
07998,-23.2894526643158,-46.73524341412425,sp,francisco morato
08010,-23.494859518177623,-46.44089971663105,sp,são paulo
08011,-23.496403578683147,-46.44510648389983,sp,são paulo
08020,-23.50663459838998,-46.442126210658415,sp,sao paulo
08021,-23.502803731057767,-46.43356278420567,sp,sao paulo
08022,-23.494642376074797,-46.418191155981305,sp,sao paulo
08030,-23.49997012461769,-46.42365639286743,sp,sao paulo
08031,-23.49202606368976,-46.4757014239747,sp,sao paulo
08032,-23.521227914577057,-46.4189486025351,sp,sao paulo
08040,-23.505409815437357,-46.44602681540725,sp,sao paulo
08041,-23.515379054872383,-46.43703357172863,sp,são paulo
08042,-23.508092001384973,-46.43220037330484,sp,sao paulo
08050,-23.511019526227717,-46.46270107562471,sp,sao paulo
08051,-23.51489022861713,-46.47171934292568,sp,sao paulo
08060,-23.501974767413024,-46.453601609210025,sp,sao paulo
08061,-23.501587725229385,-46.46351332223437,sp,sao paulo
08062,-23.51118767638063,-46.4740720351145,sp,sao paulo
08070,-23.49380812101101,-46.458193850683806,sp,sao paulo
08071,-23.488443000000004,-46.45532924999999,sp,sao paulo
08072,-23.48618566157444,-46.46171801285908,sp,sao paulo
08080,-23.484915471002324,-46.43150265889548,sp,sao paulo
08081,-23.486811988343234,-46.41994412378098,sp,sao paulo
08090,-23.48076443825374,-46.42278123980034,sp,sao paulo
08110,-23.498191006376647,-46.404315749235394,sp,sao paulo
08111,-23.49788624202203,-46.37201669248079,sp,sao paulo
08115,-23.484927961134566,-46.37851129239998,sp,sao paulo
08120,-23.502353609483983,-46.38977642182569,sp,sao paulo
08121,-23.50439557868313,-46.38251942561602,sp,sao paulo
08122,-23.496910234440808,-46.37582689033358,sp,sao paulo
08130,-23.507559031363595,-46.3708135582838,sp,sao paulo
08131,-23.50270861809683,-46.37423999125744,sp,sao paulo
08132,-23.50917291257428,-46.37562470774424,sp,sao paulo
08140,-23.500094175688144,-46.39903692936692,sp,sao paulo
08141,-23.52103885206878,-46.396061811270094,sp,sao paulo
08142,-23.524553514570957,-46.389812155144575,sp,sao paulo
08143,-23.517219520399337,-46.39812401610015,sp,sao paulo
08150,-23.525377438801996,-46.40950968151651,sp,são paulo
08151,-23.521336581735813,-46.40723954860383,sp,sao paulo
08152,-23.51230673515488,-46.40716603503311,sp,sao paulo
08160,-23.504776938432947,-46.4150016646897,sp,são paulo
08161,-23.498904478215685,-46.41222077699232,sp,sao paulo
08180,-23.48770416180969,-46.41534043450283,sp,sao paulo
08190,-23.48870639938831,-46.395040133360254,sp,sao paulo
08191,-23.48097864723873,-46.38375483014022,sp,sao paulo
08210,-23.53185467277396,-46.443384848462095,sp,sao paulo
08215,-23.54052887362136,-46.44848419206763,sp,sao paulo
08220,-23.536398271613997,-46.45955683703159,sp,sao paulo
08223,-23.523367358589653,-46.46705568665242,sp,sao paulo
08225,-23.524074769667923,-46.45826882323692,sp,sao paulo
08226,-23.523529635894477,-46.459776612815325,sp,sao paulo
08230,-23.516640708270582,-46.44751393882982,sp,sao paulo
08233,-23.525816060505505,-46.47272284248948,sp,sao paulo
08235,-23.521240524642884,-46.465711907859145,sp,sao paulo
08240,-23.521947201039,-46.44086049035999,sp,sao paulo
08241,-23.519086638351933,-46.43486656855557,sp,sao paulo
08245,-23.52969340150529,-46.42922912990837,sp,são paulo
08246,-23.53143158840665,-46.439299603381656,sp,são paulo
08247,-23.536570298419317,-46.43526887318979,sp,sao paulo
08248,-23.525464075768955,-46.43488727185641,sp,sao paulo
08250,-23.539824031911863,-46.434679443937874,sp,sao paulo
08253,-23.55644627808883,-46.437270485977294,sp,sao paulo
08255,-23.554897638351928,-46.44255304010616,sp,sao paulo
08257,-23.554070241115127,-46.42984603458184,sp,sao paulo
08260,-23.55860361532686,-46.43116232924525,sp,sao paulo
08265,-23.576650637803663,-46.453653854146246,sp,sao paulo
08270,-23.56336298733478,-46.4596838214109,sp,sao paulo
08275,-23.57714001165677,-46.48276229003407,sp,sao paulo
08280,-23.56180201082004,-46.47968149264242,sp,sao paulo
08285,-23.55296249070916,-46.472750648767935,sp,sao paulo
08290,-23.551013388568272,-46.44848890729416,sp,sao paulo
08295,-23.55711609350668,-46.51947334329039,sp,sao paulo
08310,-23.63295667110052,-46.46090903788448,sp,sao paulo
08311,-23.629764027756927,-46.46464969025911,sp,são paulo
08320,-23.635701,-46.46231774999998,sp,sao paulo
08321,-23.610382659472176,-46.480790558898114,sp,sao paulo
08330,-23.616291253983057,-46.4649462867267,sp,sao paulo
08331,-23.609397792948247,-46.47115046710719,sp,sao paulo
08340,-23.618298375246354,-46.45852502641048,sp,sao paulo
08341,-23.59818347821568,-46.45680378573488,sp,sao paulo
08343,-23.60713392117263,-46.450774393559925,sp,sao paulo
08344,-23.60839853067112,-46.45093488536562,sp,sao paulo
08345,-23.611189693317517,-46.44720347362805,sp,são paulo
08346,-23.57086658799128,-46.77857982963141,sp,são paulo
08347,-23.550163769283166,-46.65458624667573,sp,sao paulo
08370,-23.59215,-46.439896807970285,sp,sao paulo
08371,-23.59585455193871,-46.42393709638021,sp,sao paulo
08372,-23.60129509991919,-46.43506823091353,sp,sao paulo
08373,-23.431540099252704,-46.57356212209803,sp,sao paulo
08375,-23.59492397623724,-46.44994076488764,sp,sao paulo
08380,-23.602050147094506,-46.440190828062775,sp,sao paulo
08381,-23.605867425471804,-46.43376271204341,sp,sao paulo
08382,-23.61288548213976,-46.41581371071615,sp,sao paulo
08383,-23.6218024951897,-46.43131625240514,sp,sao paulo
08390,-23.63146799477654,-46.43860499812637,sp,sao paulo
08391,-23.85920023380768,-46.708474228442746,sp,são paulo
08395,-23.62213874409951,-46.45347381709848,sp,são paulo
08404,-23.52967739523337,-46.40945968428649,sp,sao paulo
08410,-23.5475884118818,-46.421000747994654,sp,são paulo
08411,-23.55512973105776,-46.41553279239999,sp,sao paulo
08412,-23.54829697085809,-46.40823766403139,sp,sao paulo
08420,-23.552100149323145,-46.4452853997018,sp,sao paulo
08421,-23.569179969298748,-46.41940490115958,sp,sao paulo
08430,-23.53253894532287,-46.42331708021234,sp,são paulo
08431,-23.525436666945577,-46.413071696087485,sp,sao paulo
08440,-23.538638336112843,-46.40901521065842,sp,sao paulo
08441,-23.53126115174324,-46.40068843718707,sp,sao paulo
08450,-23.539390973628056,-46.40558766694557,sp,sao paulo
08451,-23.542061405505155,-46.39838470191586,sp,sao paulo
08452,-23.53930161993744,-46.39311345476973,sp,sao paulo
08460,-23.554681721622696,-46.393232741329534,sp,sao paulo
08461,-23.55586773105776,-46.40379079961334,sp,sao paulo
08465,-23.56366850957929,-46.395847802383294,sp,sao paulo
08466,-23.560218,-46.390783500000005,sp,sao paulo
08470,-23.600407337497824,-46.39398713849616,sp,são paulo
08471,-23.602209139881133,-46.39982039064574,sp,sao paulo
08472,-23.571960108517537,-46.39956693949449,sp,sao paulo
08473,-23.52946681265509,-46.63502230919265,sp,sao paulo
08474,-23.58230353622406,-46.40332804591979,sp,sao paulo
08475,-23.585368644960283,-46.400317814599866,sp,sao paulo
08485,-23.59677856702638,-46.41115888190316,sp,sao paulo
08490,-23.56613158673322,-46.40933117430316,sp,sao paulo
08500,-23.54278837385309,-46.36699847002138,sp,ferraz de vasconcelos
08501,-23.54445649570082,-46.35843971524606,sp,ferraz de vasconcelos
08502,-23.53524072482072,-46.36167384107207,sp,ferraz de vasconcelos
08503,-23.55041817346644,-46.36131556702637,sp,ferraz de vasconcelos
08504,-23.55662026287236,-46.36166815555334,sp,ferraz de vasconcelos
08505,-23.551383836506066,-46.36863715408518,sp,ferraz de vasconcelos
08506,-23.55815834506196,-46.37040442423026,sp,ferraz de vasconcelos
08507,-23.56071603530784,-46.36898167451285,sp,ferraz de vasconcelos
08508,-23.56434817142456,-46.371407446343056,sp,ferraz de vasconcelos
08509,-23.568012263177422,-46.3597582688388,sp,ferraz de vasconcelos
08510,-23.55835160395378,-46.36234960033054,sp,ferraz de vasconcelos
08513,-23.576579566169933,-46.365277199245206,sp,ferraz de vasconcelos
08514,-23.568080400654388,-46.36722929899116,sp,ferraz de vasconcelos
08515,-23.577299274136507,-46.37411020714745,sp,ferraz de vasconcelos
08517,-23.56892589286744,-46.372428309048416,sp,ferraz de vasconcelos
08525,-23.557337087513773,-46.392242774382495,sp,ferraz de vasconcelos
08526,-23.55830999999999,-46.385185500000006,sp,ferraz de vasconcelos
08527,-23.55087948013395,-46.37922018486832,sp,ferraz de vasconcelos
08528,-23.55478484984708,-46.37377120038665,sp,ferraz de vasconcelos
08529,-23.545956195394982,-46.37061260352587,sp,ferraz de vasconcelos
08530,-23.535776999999943,-46.37282749999997,sp,ferraz de vasconcelos
08531,-23.539697096584906,-46.37400201180102,sp,ferraz de vasconcelos
08532,-23.539104,-46.37591775,sp,ferraz de vasconcelos
08533,-23.54657442460024,-46.38163822619929,sp,ferraz de vasconcelos
08534,-23.55390479877663,-46.38258754884873,sp,ferraz de vasconcelos
08535,-23.552344781291485,-46.39152786456226,sp,ferraz de vasconcelos
08536,-23.543921177931463,-46.38437270551714,sp,ferraz de vasconcelos
08537,-23.534480061238305,-46.3911369243328,sp,ferraz de vasconcelos
08538,-23.531737416259077,-46.39234501640655,sp,ferraz de vasconcelos
08539,-23.532825597030072,-46.37649204475186,sp,ferraz de vasconcelos
08540,-23.517688886765917,-46.37815980860883,sp,ferraz de vasconcelos
08541,-23.52145430890418,-46.37456588259565,sp,ferraz de vasconcelos
08542,-23.517399656673792,-46.37005904079865,sp,ferraz de vasconcelos
08543,-23.52119220843673,-46.370977213572615,sp,ferraz de vasconcelos
08544,-23.533928999999997,-46.363401,sp,ferraz de vasconcelos
08545,-23.53005597224307,-46.36923177407812,sp,ferraz de vasconcelos
08550,-23.522975748542905,-46.33702048557326,sp,poá
08551,-23.51990930155555,-46.34452163286495,sp,poa
08552,-23.52756397931829,-46.36273674549973,sp,poá
08553,-23.523602259507168,-46.35972989578164,sp,poa
08554,-23.513556753541963,-46.36541541384087,sp,poá
08555,-23.51048122420824,-46.35245554953153,sp,poa
08556,-23.51787788259566,-46.34777663849616,sp,poa
08557,-23.508750444583395,-46.34023597223055,sp,poá
08558,-23.50802607799065,-46.33563054717532,sp,poa
08559,-23.51892969731215,-46.33323864492804,sp,poa
08560,-23.53670898458617,-46.3384083339717,sp,poa
08561,-23.530373999999995,-46.33866900000001,sp,poa
08562,-23.529434782964927,-46.3469885985342,sp,poa
08563,-23.529989525390985,-46.34889877782904,sp,poá
08564,-23.542254820604125,-46.3511153143084,sp,poa
08565,-23.538564534277796,-46.34335477324141,sp,poa
08566,-23.544680050781984,-46.34500833221772,sp,poa
08567,-23.55113488125493,-46.35151586881098,sp,poa
08568,-23.55773752039933,-46.34625701610016,sp,poa
08570,-23.479211999999947,-46.35423799999995,sp,itaquaquecetuba
08571,-23.48780343844956,-46.34500856315015,sp,itaquaquecetuba
08572,-23.499811448079384,-46.34170601855715,sp,itaquaquecetuba
08573,-23.495851409134296,-46.35654557859026,sp,itaquaquecetuba
08574,-23.5058251445761,-46.36203651019921,sp,itaquaquecetuba
08575,-23.500249233903205,-46.36359232666915,sp,itaquaquecetuba
08576,-23.49479676809363,-46.35731299743924,sp,itaquaquecetuba
08577,-23.48262344063541,-46.37448952833195,sp,itaquaquecetuba
08578,-23.470327894605344,-46.38379725020821,sp,itaquaquecetuba
08579,-23.46348277507773,-46.38178864305148,sp,itaquaquecetuba
08580,-23.45152194870011,-46.34526765055895,sp,itaquaquecetuba
08581,-23.455647344535446,-46.35208081394391,sp,itaquaquecetuba
08582,-23.4510891824327,-46.36456457184101,sp,itaquaquecetuba
08583,-23.43567309991361,-46.38032799842931,sp,itaquaquecetuba
08584,-23.424511528429004,-46.35360547403141,sp,itaquaquecetuba
08585,-23.488858329997143,-46.35451370002853,sp,itaquaquecetuba
08586,-23.43986350879548,-46.34411107792747,sp,itaquaquecetuba
08587,-23.429647823323972,-46.31792079918644,sp,itaquaquecetuba
08588,-23.44306263412358,-46.32046764834173,sp,itaquaquecetuba
08589,-23.433601638813272,-46.296840661198615,sp,itaquaquecetuba
08590,-23.437610117458643,-46.27574285237591,sp,itaquaquecetuba
08591,-23.44581111264304,-46.3028811052577,sp,itaquaquecetuba
08592,-23.469496318995105,-46.29132899999999,sp,itaquaquecetuba
08593,-23.442644999999946,-46.31869249999997,sp,itaquaquecetuba
08594,-23.488273827850463,-46.30412425547188,sp,itaquaquecetuba
08595,-23.475273949280464,-46.30422691879311,sp,itaquaquecetuba
08596,-23.47469907252676,-46.31480812284347,sp,itaquaquecetuba
08597,-23.462031548997665,-46.31061107152333,sp,itaquaquecetuba
08598,-23.464295023583936,-46.32874959104104,sp,itaquaquecetuba
08599,-23.462597421592825,-46.3353165488443,sp,itaquaquecetuba
08610,-23.540654596710155,-46.3020791995823,sp,suzano
08613,-23.541156744481757,-46.28455918400613,sp,suzano
08615,-23.54736980354735,-46.30311358926496,sp,suzano
08616,-23.55554921933124,-46.29401982384838,sp,suzano
08620,-23.631224186048083,-46.30494181261514,sp,suzano
08621,-23.498140650237435,-46.27133355180874,sp,suzano
08625,-23.64503711350367,-46.31414423553099,sp,suzano
08630,-23.654854689614456,-46.32307649308429,sp,suzano
08633,-23.662999126370345,-46.314323546329,sp,suzano
08635,-23.648744078441307,-46.33713793016226,sp,suzano
08640,-23.63853295482434,-46.32711444670977,sp,suzano
08650,-23.576978662405622,-46.31740057954448,sp,suzano
08653,-23.61601537992441,-46.319840696476696,sp,suzano
08655,-23.603799285142266,-46.30881321689727,sp,suzano
08656,-23.593524823548968,-46.30497192879345,sp,suzano
08660,-23.56120814486253,-46.336239622830135,sp,suzano
08663,-23.569201792697744,-46.33696493780933,sp,suzano
08664,-23.55096756364558,-46.3297772229776,sp,suzano
08665,-23.560352337187084,-46.31289771094968,sp,suzano
08666,-23.57687346950408,-46.30696146727609,sp,suzano
08670,-23.5436033761962,-46.33126001623194,sp,suzano
08671,-23.54279622081375,-46.32776628717167,sp,suzano
08673,-23.54646763188849,-46.31743880609893,sp,suzano
08674,-23.54981766773588,-46.31698283355356,sp,suzano
08675,-23.541501788825254,-46.30822670460166,sp,suzano
08676,-23.552826070523995,-46.3066973449648,sp,suzano
08680,-23.5277441137444,-46.32486677658339,sp,suzano
08683,-23.529356731919226,-46.31442922624533,sp,suzano
08685,-23.518986378516367,-46.30593493772759,sp,suzano
08686,-23.534755720078792,-46.28786721968291,sp,suzano
08689,-23.52886814214044,-46.31457858145279,sp,suzano
08690,-23.49941009587538,-46.318061954445504,sp,suzano
08692,-23.493644545916595,-46.323769856169264,sp,suzano
08693,-23.503655046952595,-46.30541229008653,sp,suzano
08694,-23.514412877515863,-46.29686985093653,sp,suzano
08695,-23.496645618183383,-46.27632104849606,sp,suzano
08696,-23.507984999999948,-46.29217849999995,sp,suzano
08710,-23.51937483109403,-46.19269037743349,sp,mogi das cruzes
08715,-23.525175467008275,-46.18439180158016,sp,mogi das cruzes
08717,-23.535324166918866,-46.1906669977593,sp,mogi das cruzes
08720,-23.544247080541076,-46.177063403141375,sp,mogi das cruzes
08725,-23.560212773778616,-46.181769683134014,sp,mogi das cruzes
08726,-23.56288552570321,-46.177920673691474,sp,mogi das cruzes
08727,-23.567479640058384,-46.18525276085899,sp,mogi das cruzes
08730,-23.527490186661275,-46.20287197213819,sp,mogi das cruzes
08735,-23.53015444941465,-46.20789030098848,sp,mogi das cruzes
08737,-23.513335555913,-46.19550814955674,sp,mogi das cruzes
08738,-23.557769929870062,-46.20117388588191,sp,mogi das cruzes
08740,-23.544406046716265,-46.21332645656752,sp,mogi das cruzes
08742,-23.553784424770924,-46.208798940185744,sp,mogi das cruzes
08743,-23.554576919483395,-46.2109027377433,sp,mogi das cruzes
08744,-23.551625930952856,-46.22396219877843,sp,mogi das cruzes
08745,-23.54515787877252,-46.240023456139824,sp,mogi das cruzes
08746,-23.562472556454388,-46.20071250000001,sp,mogi das cruzes
08747,-23.556059201998668,-46.21027582088427,sp,mogi das cruzes
08750,-23.55051256463368,-46.249246969798506,sp,mogi das cruzes
08751,-23.670526092842543,-46.22883745604681,sp,mogi das cruzes
08752,-23.551706513599484,-46.260979398542325,sp,mogi das cruzes
08753,-23.53767612477344,-46.17515539100971,sp,mogi das cruzes
08755,-23.5424551205117,-46.167048112245794,sp,mogi das cruzes
08760,-23.571225910362944,-46.21780716375408,sp,mogi das cruzes
08761,-23.56100914393621,-46.22081126261158,sp,mogi das cruzes
08762,-23.577837579106387,-46.223811977118544,sp,mogi das cruzes
08763,-23.58460518686723,-46.23073102478502,sp,mogi das cruzes
08765,-23.672601536280453,-46.186061261526056,sp,mogi das cruzes
08766,-23.54005565309683,-46.19050400408456,sp,mogi das cruzes
08767,-23.636901572048775,-46.11791706500876,sp,mogi das cruzes
08770,-23.52076220373141,-46.203414122891736,sp,mogi das cruzes
08771,-23.50854636251683,-46.210603960401286,sp,mogi das cruzes
08772,-23.48710818637089,-46.28483520293648,sp,mogi das cruzes
08773,-23.517127104923187,-46.19066721624193,sp,mogi das cruzes
08774,-23.46008351346868,-46.279525841710594,sp,mogi das cruzes
08775,-23.49693002789165,-46.185351975305366,sp,mogi das cruzes
08779,-23.358797292752108,-46.15837918719848,sp,mogi das cruzes
08780,-23.5214492199589,-46.17673150042012,sp,mogi das cruzes
08790,-23.528610738236747,-46.16789925641224,sp,mogi das cruzes
08793,-23.53968347758097,-46.16286495478869,sp,mogi das cruzes
08795,-23.53254911289421,-46.18089750806387,sp,mogi das cruzes
08810,-23.508762038379707,-46.147078442850784,sp,mogi das cruzes
08820,-23.512628393866617,-46.15269778088044,sp,mogi das cruzes
08830,-23.516579606826944,-46.13731417572359,sp,mogi das cruzes
08831,-23.612181976036844,-46.23295815908897,sp,mogi das cruzes
08832,-23.516913648399584,-46.10417245526518,sp,mogi das cruzes
08833,-23.532119867062104,-46.1955857871833,sp,mogi das cruzes
08840,-23.47709322844152,-46.13538429666762,sp,mogi das cruzes
08850,-23.481824820141124,-46.08051701133941,sp,mogi das cruzes
08880,-23.519975947056054,-46.18756607644843,sp,mogi das cruzes
08900,-23.41300937046358,-46.02387528699344,sp,guararema
08940,-23.570081931637716,-46.043320961112215,sp,biritiba-mirim
08970,-23.53017186184537,-45.85395965939973,sp,salesopolis
09010,-23.659814137170077,-46.52676210599556,sp,santo andre
09015,-23.665703457960586,-46.51808196779969,sp,santo andre
09020,-23.66033225007211,-46.52820295475792,sp,santo andre
09030,-23.670374418102146,-46.525675033179645,sp,santo andré
09040,-23.730677044241958,-46.47813835714726,sp,santo andre
09041,-23.666655446303828,-46.53485782638931,sp,santo andre
09050,-23.67406207133365,-46.54253172678956,sp,santo andré
09051,-23.68154367287679,-46.54860292461662,sp,santo andre
09060,-23.656293518994904,-46.55412213733605,sp,santo andre
09061,-23.651678503750905,-46.55365613794789,sp,santo andré
09070,-23.653211574239744,-46.55446338438468,sp,santo andre
09071,-23.651624713572616,-46.548151575076446,sp,santo andre
09080,-23.644438912091005,-46.53988531353385,sp,santo andre
09090,-23.65198043825374,-46.54095207799065,sp,santo andre
09091,-23.6578824173575,-46.54566888603166,sp,santo andre
09110,-23.668312295314184,-46.50547970468581,sp,santo andre
09111,-23.66721675288362,-46.49913206319721,sp,santo andre
09112,-23.666874925067773,-46.488005120174286,sp,santo andre
09120,-23.671791943101173,-46.50083247792724,sp,santo andre
09121,-23.687193239224257,-46.498261391639694,sp,santo andre
09124,-23.736833779153557,-46.47911795977603,sp,santo andre
09130,-23.681251529834388,-46.509166226470136,sp,santo andré
09131,-23.69931254058364,-46.501432357095794,sp,santo andre
09132,-23.70693595632493,-46.49975110918768,sp,santo andre
09133,-23.74103713782576,-46.47195716128539,sp,santo andre
09134,-23.726298153211346,-46.48453208436728,sp,santo andre
09139,-23.71976910799998,-46.512460499999975,sp,santo andre
09150,-23.77798581814638,-46.30383569570029,sp,santo andre
09160,-23.767163859643684,-46.46446796684178,sp,santo andre
09161,-23.766565903593463,-46.45937451944094,sp,santo andré
09163,-23.7622680628159,-46.46728047262276,sp,santo andré
09169,-23.711066999999996,-46.51631099999999,sp,santo andre
09170,-23.674454445015115,-46.50700299500791,sp,santo andré
09171,-23.70007597807146,-46.512702481822366,sp,santo andre
09172,-23.701680965768528,-46.519658793517806,sp,santo andre
09175,-23.68645557285476,-46.52061165889549,sp,santo andre
09176,-23.678376280486216,-46.51874553931426,sp,santo andre
09180,-23.696333654452097,-46.5268662352127,sp,santo andre
09181,-23.687604648912163,-46.526392163742905,sp,santo andre
09182,-23.694369129061094,-46.53028316527214,sp,santo andré
09185,-23.685925683045728,-46.530850034133564,sp,santo andre
09190,-23.66875959201334,-46.53653409354255,sp,santo andré
09195,-23.675037359389663,-46.524784094929146,sp,santo andre
